Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals,away_team_goals,home_team_substitutions,away_team_substitutions,home_team_yellow_card,away_team_yellow_card,home_team_red_card,away_team_red_card,referee,venue,capacity,attendance
Germany,bundesliga,B. Monchengladbach,Munich 1860,3,1,2003/2004,22.05,16:30,2 - 1,1 - 0,"[""23' Sverkos V."", ""35' Demo I."", ""74' van Lent A.""]","[""21' Hoffmann T. (Penalty)""]","[""76' van Hout J. Kolkka J."", ""77' Korell S. Korzynietz B."", ""81' Kamps U. Stiel J.""]","[""66' Santos F. Meyer R."", ""72' Kioyo F. Davids L."", ""85' Shao Jiayi Santos F.""]","[""36' Asanin S."", ""66' Korzynietz B."", ""68' Gaede E.""]",[],"[""84' Gaede E.""]",[],,Borussia-Park  (Mönchengladbach),54 042,
Germany,bundesliga,Bayer Leverkusen,Stuttgart,2,0,2003/2004,22.05,16:30,0 - 0,2 - 0,"[""63' Berbatov D."", ""85' Schneider B.""]",[],"[""78' Bierofka D. Basturk Y."", ""86' Neuville O. Franco"", ""87' Balitsch H. Schneider B.""]","[""46' Tiffert C. Heldt H."", ""53' Cacau Szabics I."", ""74' Streller M. Meissner S.""]","[""40' Ramelow C."", ""65' Nowotny J."", ""86' Schneider B.""]",[],[],[],,BayArena  (Leverkusen),30 210,
Germany,bundesliga,Bayern Munich,Freiburg,2,0,2003/2004,22.05,16:30,1 - 0,1 - 0,"[""18' Deisler S."", ""73' Lizarazu B. (Penalty)""]",[],"[""46' Schweinsteiger B. Deisler S."", ""66' Santa C. R. Pizarro C."", ""88' Rau T. Lizarazu B.""]","[""34' Zeyer A. Berner B."", ""59' Schumann D. Muller S."", ""77' Guie-Mien R. Cairo E.""]","[""37' Jeremies J."", ""67' Kovac R."", ""74' Lizarazu B.""]",[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Bochum,Hannover,3,1,2003/2004,22.05,16:30,1 - 1,2 - 0,"[""26' Madsen P."", ""76' Freier S. P."", ""87' Fahrenhorst F.""]","[""41' Christiansen T.""]","[""72' Buckley D. Tapalovic F."", ""77' Stevic M. Freier S. P."", ""86' Vriesde A. Hashemian V.""]","[""46' Haas D. Ziegler M."", ""80' Stendel D. Xavier A."", ""80' Montabell F. Lala A.""]",[],[],[],[],,Vonovia Ruhrstadion  (Bochum),26 000,
Germany,bundesliga,Hamburger SV,Eintracht Frankfurt,2,1,2003/2004,22.05,16:30,1 - 1,1 - 0,"[""28' Mahdavikia M."", ""57' Barbarez S.""]","[""26' Amanatidis I.""]","[""55' Takahara N. Cardoso R."", ""61' Reinhardt B. Schlicke B."", ""86' Hleb V. Romeo B.""]","[""61' Cha Du-Ri Lexa S."", ""61' Dragusha M. Frommer N."", ""76' Beierle M. Skela E.""]","[""10' Hollerbach B."", ""33' Barbarez S."", ""56' Schlicke B.""]",[],[],[],,Volksparkstadion  (Hamburg),57 274,
Germany,bundesliga,Hansa Rostock,Werder Bremen,3,1,2003/2004,22.05,16:30,1 - 1,2 - 0,"[""29' Prica R."", ""47' Krstajic M. (Own goal)"", ""74' Lantz M. (Penalty)""]","[""37' Krstajic M.""]","[""74' Plassnegger G. Meggle T."", ""83' Di Salvo A. Max M."", ""86' Klewer D. Schober M.""]","[""62' Valdez N. Lagerblom P."", ""74' Charisteas A. Klasnic I.""]","[""32' Prica R.""]",[],[],[],,Ostseestadion  (Rostock),29 000,
Germany,bundesliga,Hertha Berlin,FC Koln,3,1,2003/2004,22.05,16:30,0 - 0,3 - 1,"[""51' Marcelinho Paraiba (Penalty)"", ""63' Bobic F."", ""78' Rafael N.""]","[""54' Podolski L.""]","[""64' Rafael N. Wichniarek A."", ""77' Kiraly G. Fiedler C."", ""77' Rehmer M. Zecke""]","[""71' Lottner D. Feulner M."", ""82' Ebbers M. Scherz M."", ""87' Schindzielorz S. Kringe F.""]",[],[],[],[],,Olympiastadion  (Berlin),74 667,
Germany,bundesliga,Kaiserslautern,Dortmund,1,1,2003/2004,22.05,16:30,1 - 0,0 - 1,"[""6' Lokvenc V.""]","[""71' Koller J.""]","[""81' Malz S. Altintop H."", ""89' Nurmela M. Klose M."", ""90' Mettomo L. Bjelica N.""]","[""59' Ricken L. Gambino S."", ""80' Rosicky T. Aparecido Ferreira E."", ""89' Odonkor D. Frings T.""]","[""28' Bjelica N."", ""49' Riedl T."", ""69' Hristov M."", ""90' Lokvenc V.""]",[],[],[],,Fritz Walter Stadion  (Kaiserslautern),49 500,
Germany,bundesliga,Wolfsburg,Schalke,1,1,2003/2004,22.05,16:30,1 - 1,0 - 0,"[""2' Karhan M.""]","[""20' Franz M. (Own goal)""]","[""64' Topic M. Baiano F."", ""74' Sarpei H. Menseguez J. C."", ""82' Hrgovic M. Petrov M.""]","[""72' Seitz J. Sand E."", ""72' Hanke M. Asamoah G.""]","[""45' Klimowicz D.""]",[],[],[],,Volkswagen Arena  (Wolfsburg),28 917,
Germany,bundesliga,Dortmund,B. Monchengladbach,3,1,2003/2004,15.05,16:30,2 - 1,1 - 0,"[""15' Ewerthon"", ""45' Dede"", ""83' Koller J.""]","[""10' Ulich I.""]","[""61' da Conceicao F. Reuter S."", ""86' Odonkor D. Gambino S."", ""89' Bergdolmo A. Madouni A. R.""]","[""74' Demo I. Broich T."", ""74' Sverkos V. van Hout J."", ""81' Kolkka J. Hausweiler M.""]","[""18' Aparecido Ferreira E."", ""39' Reuter S."", ""80' Dede""]",[],[],[],,Signal Iduna Park  (Dortmund),81 365,
Germany,bundesliga,Eintracht Frankfurt,Bochum,3,2,2003/2004,15.05,16:30,2 - 1,1 - 1,"[""13' Preuss C."", ""19' Puljiz J."", ""51' Amanatidis I.""]","[""30' Hashemian V."", ""49' Wosz D.""]","[""37' Nascimento Hertzsch I."", ""43' Gunther S. Schur A."", ""80' Kreuz M. Puljiz J.""]","[""68' Buckley D. Stevic M."", ""72' Diabang M. Kalla R."", ""72' Meichelbeck M. Bonig P.""]","[""72' Gunther S.""]",[],[],[],,Deutsche Bank Park  (Frankfurt),58 000,
Germany,bundesliga,FC Koln,Hansa Rostock,4,0,2003/2004,15.05,16:30,1 - 0,3 - 0,"[""45' Podolski L. (Penalty)"", ""56' Sinkala A."", ""58' Podolski L."", ""88' Lottner D.""]",[],"[""29' Lottner D. Feulner M."", ""71' Kringe F. Scherz M."", ""82' Ebbers M. Streit A.""]","[""46' Meggle T. Tjikuzu R."", ""46' Prica R. Arvidsson M."", ""74' Aduobe G. Lantz M.""]","[""27' Voigt A."", ""66' Streit A."", ""89' Lottner D.""]","[""41' Rydlewicz R."", ""44' Madsen K.""]",[],"[""41' Rydlewicz R."", ""44' Madsen K.""]",,RheinEnergieStadion  (Cologne),50 000,
Germany,bundesliga,Freiburg,Hamburger SV,0,0,2003/2004,15.05,16:30,0 - 0,0 - 0,[],[],"[""46' Cairo E. Zeyer A."", ""87' Tanko I. Ckitisvili L."", ""89' Guie-Mien R. Iasvili A.""]","[""61' Cardoso R. Schlicke B."", ""67' Romeo B. Takahara N."", ""79' Reinhardt B. Barbarez S.""]","[""6' Zeyer A.""]","[""77' Fukal M.""]",[],"[""77' Fukal M.""]",,Dreisamstadion  (Freiburg),24 000,
Germany,bundesliga,Hannover,Wolfsburg,0,0,2003/2004,15.05,16:30,0 - 0,0 - 0,[],[],"[""71' Schroter S. Jaime"", ""87' Stendel D. Mathis C."", ""87' Christiansen T. Brdaric T.""]","[""71' Quattrocchi P. Biliskov M."", ""83' Topic M. Menseguez J. C."", ""86' Baiano F. Klimowicz D.""]",[],[],[],[],,Heinz-von-Heiden-Arena  (Hannover),49 200,
Germany,bundesliga,Munich 1860,Hertha Berlin,1,1,2003/2004,15.05,16:30,1 - 0,0 - 1,"[""6' Rodrigo Sam""]","[""82' Madlung A.""]","[""64' Santos F. Meyer R."", ""72' Lepoint C. Lehmann M."", ""85' Kioyo F. Agostino P.""]","[""53' Zecke Schmidt A."", ""73' Rafael N. Wichniarek A."", ""77' Rehmer M. Dardai P.""]","[""10' Gorlitz A."", ""82' Hoffmann T."", ""83' Rodrigo Sam""]",[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Schalke,Kaiserslautern,4,1,2003/2004,15.05,16:30,3 - 0,1 - 1,"[""2' Reuter T. (Own goal)"", ""24' Sand E."", ""34' Vermant S. (Penalty)"", ""68' Sand E.""]","[""55' Altintop H.""]","[""64' Kamphuis N. O. Asamoah G."", ""80' Trojan F. Bohme J."", ""81' van Kerckhoven N. Klasener T.""]","[""46' Kosowski K. Hristov M."", ""46' Nurmela M. Lokvenc V.""]","[""31' Kobiashvili L."", ""64' Vermant S."", ""79' Bohme J.""]",[],[],[],,Veltins Arena  (Gelsenkirchen),62 271,
Germany,bundesliga,Stuttgart,Bayern Munich,3,1,2003/2004,15.05,16:30,1 - 0,2 - 1,"[""19' Szabics I."", ""52' Szabics I."", ""54' Kuranyi K.""]","[""77' Pizarro C.""]","[""69' Zivkovic B. Meira F."", ""72' Vranjes J. Soldo Z."", ""79' Gerber H. Hleb A.""]","[""59' Kuffour S. Demichelis M."", ""61' Deisler S. Lizarazu B."", ""68' Pizarro C. Santa C. R.""]","[""11' Heldt H.""]",[],[],[],,MHPArena  (Stuttgart),60 449,
Germany,bundesliga,Werder Bremen,Bayer Leverkusen,2,6,2003/2004,15.05,16:30,0 - 3,2 - 3,"[""50' Krstajic M."", ""53' Ailton""]","[""7' Franco"", ""12' Bierofka D."", ""21' Franco"", ""61' Franco"", ""65' Berbatov D."", ""80' Neuville O.""]","[""46' Daun M. Klasnic I."", ""70' Skrypnyk V. Schulz C."", ""73' Wehlage H. Stalteri P.""]","[""72' Neuville O. Berbatov D."", ""77' Balitsch H. Bierofka D."", ""82' Ponte R. Franco""]","[""53' Krstajic M."", ""76' Skrypnyk V.""]",[],[],[],,Weserstadion  (Bremen),42 100,
Germany,bundesliga,Bochum,Freiburg,3,0,2003/2004,09.05,18:30,1 - 0,2 - 0,"[""2' Madsen P."", ""53' Hashemian V."", ""69' Cairo E. (Own goal)""]",[],"[""55' Tapalovic F. Zdebel T."", ""74' Gudjonsson T. Wosz D."", ""82' Buckley D. Stevic M.""]","[""55' Cairo E. Berner B."", ""71' Guie-Mien R. Zeyer A."", ""79' Muller S. Kruppke D.""]","[""60' Meichelbeck M.""]",[],[],[],,Vonovia Ruhrstadion  (Bochum),26 000,
Germany,bundesliga,Hansa Rostock,Munich 1860,3,0,2003/2004,09.05,18:30,1 - 0,2 - 0,"[""15' Max M."", ""48' Rydlewicz R. (Penalty)"", ""82' Tjikuzu R.""]",[],"[""75' Prica R. Arvidsson M."", ""83' Meggle T. Lantz M."", ""87' Di Salvo A. Rydlewicz R.""]","[""46' Gorlitz A. Stranzl M."", ""46' Shao Jiayi Lehmann M."", ""64' Davids L. Kurz M.""]","[""23' Madsen K."", ""39' Max M.""]",[],[],[],,Ostseestadion  (Rostock),29 000,
Germany,bundesliga,B. Monchengladbach,Schalke,2,0,2003/2004,08.05,16:30,2 - 0,0 - 0,"[""1' Hausweiler M."", ""44' Sverkos V. (Penalty)""]",[],"[""79' van Hout J. Sverkos V."", ""88' Demo I. Broich T."", ""90' Kluge P. Hausweiler M.""]","[""61' Hanke M. Delura M."", ""61' Kamphuis N. O. Bohme J."", ""87' Glieder E. Sand E.""]","[""40' Hausweiler M."", ""77' Korzynietz B.""]",[],[],[],,Borussia-Park  (Mönchengladbach),54 042,
Germany,bundesliga,Bayer Leverkusen,FC Koln,2,0,2003/2004,08.05,16:30,1 - 0,1 - 0,"[""20' Fritz C."", ""74' Franco""]",[],"[""81' Neuville O. Franco""]","[""46' Kringe F. Sinkala A."", ""49' Bade A. Wessels S."", ""81' Grujic V. Feulner M.""]","[""7' Ramelow C."", ""86' Basturk Y.""]",[],[],[],,BayArena  (Leverkusen),30 210,
Germany,bundesliga,Bayern Munich,Werder Bremen,1,3,2003/2004,08.05,16:30,0 - 3,1 - 0,"[""56' Makaay R.""]","[""19' Klasnic I."", ""26' Micoud J."", ""35' Ailton""]","[""46' Santa C. R. Schweinsteiger B.""]","[""56' Skrypnyk V. Schulz C."", ""71' Lagerblom P. Ismael V."", ""87' Valdez N. Klasnic I.""]","[""43' Ballack M.""]",[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Hamburger SV,Stuttgart,2,1,2003/2004,08.05,16:30,1 - 0,1 - 1,"[""38' Beinlich S."", ""47' Hoogma N. J.""]","[""86' Cacau""]","[""56' Kling S. Schlicke B."", ""79' Cardoso R. Beinlich S.""]","[""46' Heldt H. Soldo Z."", ""48' Gomez M. Szabics I."", ""52' Hinkel A. Lahm P.""]","[""49' Wicky R.""]",[],[],[],,Volksparkstadion  (Hamburg),57 274,
Germany,bundesliga,Hannover,Eintracht Frankfurt,3,0,2003/2004,08.05,16:30,1 - 0,2 - 0,"[""42' Brdaric T."", ""75' Brdaric T."", ""89' Idrissou M.""]",[],"[""82' Stendel D. Jaime"", ""84' Christiansen T. Brdaric T."", ""90' Schuler M. Kleber""]","[""46' Cha Du-Ri Gunther S."", ""46' Frommer N. Burger H."", ""70' Bindenwald U. Beierle M.""]","[""25' de Guzman J."", ""76' Brdaric T.""]",[],[],[],,Heinz-von-Heiden-Arena  (Hannover),49 200,
Germany,bundesliga,Hertha Berlin,Dortmund,6,2,2003/2004,08.05,16:30,3 - 0,3 - 2,"[""7' Kehl S. (Own goal)"", ""19' Marcelinho Paraiba"", ""36' Bobic F."", ""57' Wichniarek A."", ""86' Zecke"", ""90' Rafael N.""]","[""52' Ewerthon"", ""80' Ewerthon""]","[""66' Goor B. Wichniarek A."", ""78' Zecke Marcelinho Paraiba"", ""89' Rafael N. Bobic F.""]","[""46' Ewerthon Jensen N."", ""77' Ricken L. Reuter S."", ""82' Odonkor D. Rosicky T.""]","[""90' Rafael N.""]",[],[],[],,Olympiastadion  (Berlin),74 667,
Germany,bundesliga,Kaiserslautern,Wolfsburg,3,2,2003/2004,08.05,16:30,0 - 0,3 - 2,"[""57' Lokvenc V."", ""72' Lokvenc V."", ""75' Bjelica N.""]","[""65' Klimowicz D."", ""66' Petrov M.""]","[""71' Klose M. Reuter T."", ""81' Nurmela M. Drescher T.""]","[""47' Thiam P. Rytter T."", ""58' Franz M. Topic M."", ""82' Baiano F. Biliskov M.""]","[""28' Riedl T.""]","[""86' Schnoor S.""]",[],"[""86' Schnoor S.""]",,Fritz Walter Stadion  (Kaiserslautern),49 500,
Germany,bundesliga,Schalke,Hertha Berlin,3,0,2003/2004,02.05,18:30,1 - 0,2 - 0,"[""19' Altintop H."", ""51' Bohme J. (Penalty)"", ""59' Sand E.""]",[],"[""62' Lamotte F. Klasener T."", ""78' Rodriguez D. Vermant S."", ""78' Glieder E. Asamoah G.""]","[""46' Rehmer M. Schmidt A."", ""53' Chahed S. Wichniarek A."", ""65' Zecke Marcelinho Paraiba""]","[""12' Klasener T.""]","[""49' Rehmer M."", ""50' Fathi M.""]",[],"[""49' Rehmer M."", ""50' Fathi M.""]",,Veltins Arena  (Gelsenkirchen),62 271,
Germany,bundesliga,Stuttgart,Bochum,1,1,2003/2004,02.05,18:30,1 - 0,0 - 1,"[""31' Cacau""]","[""58' Meichelbeck M.""]","[""54' Hleb A. Tiffert C."", ""72' Hinkel A. Gerber H."", ""82' Zivkovic B. Meissner S.""]","[""78' Diabang M. Hashemian V."", ""78' Edu Madsen P."", ""86' Bemben M. Freier S. P.""]","[""39' Meira F."", ""46' Gerber H."", ""47' Cacau"", ""56' Bordon M."", ""76' Kuranyi K.""]",[],[],[],,MHPArena  (Stuttgart),60 449,
Germany,bundesliga,Dortmund,Hansa Rostock,4,1,2003/2004,01.05,16:30,3 - 0,1 - 1,"[""11' Madouni A. R."", ""35' Ewerthon"", ""38' Koller J."", ""75' Odonkor D.""]","[""66' Max M.""]","[""65' Odonkor D. Ewerthon"", ""79' Ricken L. Frings T."", ""86' Senesie S. Gambino S.""]","[""46' Meggle T. Rasmussen T."", ""46' Madsen K. Maul R."", ""74' Prica R. Tjikuzu R.""]","[""71' Dede"", ""78' Odonkor D.""]",[],[],[],,Signal Iduna Park  (Dortmund),81 365,
Germany,bundesliga,FC Koln,Bayern Munich,1,2,2003/2004,01.05,16:30,1 - 1,0 - 1,"[""24' Podolski L.""]","[""40' Pizarro C."", ""75' Schweinsteiger B.""]","[""82' Streit A. Sinkala A.""]","[""73' Schweinsteiger B. Santa C. R."", ""82' Trochowski P. Ze Roberto"", ""90' Misimovic Z. Makaay R.""]","[""14' Dogan M."", ""71' Sinkala A."", ""72' Sinkiewicz L.""]",[],[],[],,RheinEnergieStadion  (Cologne),50 000,
Germany,bundesliga,Freiburg,Hannover,4,1,2003/2004,01.05,16:30,1 - 0,3 - 1,"[""14' Riether S."", ""50' Bajramovic Z."", ""69' Iasvili A."", ""78' Iasvili A.""]","[""52' Brdaric T.""]","[""64' Muller S. Schumann D."", ""64' Hermel L. Bajramovic Z."", ""81' Tanko I. Cairo E.""]","[""46' Schroter S. Christiansen T."", ""68' Mathis C. But V."", ""72' Dabrowski C. Lala A.""]","[""31' Coulibaly S."", ""41' Schumann D.""]","[""25' Cherundolo S.""]","[""79' Coulibaly S.""]","[""25' Cherundolo S.""]",,Dreisamstadion  (Freiburg),24 000,
