Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals,away_team_goals,home_team_substitutions,away_team_substitutions,home_team_yellow_card,away_team_yellow_card,home_team_red_card,away_team_red_card,referee,venue,capacity,attendance
Turkey,super-lig,Kardemir Karabuk,Fenerbahce,1,2,2014/2015,31.01,19:00,0 - 1,1 - 1,"[""75' 1 - 2 Traore A. (Viola V.)""]","[""7' 0 - 1 Sahin S. (Diego)"", ""58' 0 - 2 Emenike E. (Erkin C.)""]","[""33' Akca M. Gungor E."", ""75' Ozmert H. Cagiran M."", ""80' Kuca Sow S.""]","[""66' Topuz M. Gonul G."", ""73' Sow M. Kuyt D."", ""84' Webo P. Diego""]","[""45' Mabiala L."", ""89' Ozgenc E.""]",[],[],[],Cakir C.  (Tur),,,
Turkey,super-lig,Gaziantepspor,Sivasspor,1,3,2014/2015,31.01,16:00,1 - 0,0 - 3,"[""27' 1 - 0 Demir M. (Durak M.)""]","[""54' 1 - 1 Chahechouhe A. (Penalty)"", ""56' 1 - 2 Akin I. (Eneramo M.)"", ""76' 1 - 3 Bekmezci K.""]","[""61' Chibuike J. Nefiz E."", ""65' Ildiz M. Sen E."", ""72' Ayaz F. Durak M.""]","[""46' Eneramo M. Karadeniz B."", ""69' Taouil M. Akin I."", ""88' Toraman I. Eser B.""]","[""70' Durak M.""]",[],"[""53' Binya G.""]",[],Yildirim B.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,"Kasimpasa
2",Basaksehir,0,1,2014/2015,31.01,13:30,0 - 0,0 - 1,[],"[""79' 0 - 1 Senturk S. (Penalty)""]","[""73' Viudez T. Scarione E. O."", ""80' Malki S. Ozturk A."", ""88' Colak I. H. Sari V.""]","[""71' Perbet J. Rotman R."", ""82' Agcay S. Mossoro M."", ""86' Erdem A. Senturk S.""]","[""25' Eker I."", ""27' Buyuk A."", ""54' Castro"", ""83' Torun T.""]",[],"[""56' Buyuk A."", ""89' Torun T.""]",[],Abay S.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Trabzonspor,Kayseri Erciyesspor,2,1,2014/2015,30.01,20:00,2 - 0,0 - 1,"[""22' 1 - 0 Ekici M."", ""45' 2 - 0 Cardozo O. (Bosingwa J.)""]","[""56' 2 - 1 Karaer A. (Memis B.)""]","[""30' Akbas M. Dursun S."", ""67' Aydogdu S. Ekici M."", ""80' Yazgan F. Atik F.""]","[""67' Gurler S. Ates N."", ""75' Yildirim M. Akgun M."", ""80' Vleminckx B. Pehlivan Y.""]","[""52' Bosingwa J."", ""56' Akbas M."", ""57' Nizam M."", ""70' Atik F."", ""83' Cardozo O."", ""90+3' Yazgan F.""]","[""90+3' Edinho""]",[],"[""90+3' Edinho""]",Gocek H.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
Turkey,super-lig,Akhisarspor,Balikesirspor,2,2,2014/2015,30.01,19:00,2 - 0,0 - 2,"[""8' 1 - 0 Kisa B. (Kosnek P.)"", ""40' 2 - 0 Vural G.""]","[""61' 2 - 1 Douglao (Own goal)"", ""90+3' 2 - 2 Kulusic A.""]","[""65' Akyuz M. Vural G."", ""70' Bruno Mezenga Vardar S."", ""76' Yuce M. Custodio""]","[""46' Ataseven E. Ceviker A."", ""46' Zec E. Yildirim S."", ""73' Ozturk A. Unal G.""]","[""57' Kosnek P."", ""62' Custodio""]",[],[],[],Palabiyik A.  (Tur),,,
Turkey,super-lig,Genclerbirligi,Besiktas,0,2,2014/2015,26.01,20:00,0 - 0,0 - 2,[],"[""69' 0 - 1 Ba D."", ""77' 0 - 2 Sahan O. (Kurtulus S.)""]","[""59' Antal L. Celik M."", ""63' Ciftci U. Pehlivan I."", ""90+2' Bulbul C. Gosso J.""]","[""63' Frei K. Ozyakup O."", ""89' Koybasi I. Tore G."", ""90+2' Nukan A. Sahan O.""]","[""26' Pehlivan I."", ""28' Gosso J."", ""71' Kaya D."", ""74' Calik A."", ""87' Petrovic R.""]","[""90' Franco P.""]",[],"[""90' Franco P.""]",Abitoglu K.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,
Turkey,super-lig,Galatasaray,Rizespor,2,0,2014/2015,25.01,19:00,2 - 0,0 - 0,"[""7' 1 - 0 Sneijder W. (Inan S.)"", ""44' 2 - 0 Bruma (Sneijder W.)""]",[],"[""77' Yilmaz B. Bulut U."", ""80' Altintop H. Yilmaz B."", ""84' Gumus S. Felipe Melo""]","[""46' Kaya S. Kose T."", ""79' Abdi L. Korkmaz U."", ""87' Soylemezgiller K. Holosko F.""]","[""88' Inan S.""]",[],[],[],Meral I.  (Tur),Rams Park  (Istanbul),53 798,
Turkey,super-lig,"Kardemir Karabuk
2",Kayseri Erciyesspor,1,2,2014/2015,25.01,16:00,0 - 0,1 - 2,"[""69' 1 - 0 Kas E.""]","[""70' 1 - 1 Drenthe R. (Pehlivan Y.)"", ""84' 1 - 2 Edinho (Vleminckx B.)""]","[""46' Kas E. Ayik O."", ""46' Sow S. Akpala J."", ""75' Incedemir Y. Kumbela D.""]","[""60' Drenthe R. Yildirim M."", ""83' Vleminckx B. Akgun M."", ""90' Ozen M. Ates N.""]","[""26' Ozgenc E."", ""42' Viola V."", ""58' Sow S."", ""90+3' Kayhan T.""]",[],"[""71' Sow S."", ""80' Viola V.""]",[],Simsek B.  (Tur),,,
Turkey,super-lig,Akhisarspor,Eskisehirspor,2,2,2014/2015,24.01,19:00,0 - 1,2 - 1,"[""49' 1 - 1 Kisa B."", ""67' 2 - 2 Bruno Mezenga (Vural G.)""]","[""43' 0 - 1 Coskun S. (Sissoko I.)"", ""58' 1 - 2 Bayramoglu O. (Funes Mori R.)""]","[""46' Kosnek P. Yuce M."", ""65' Bruno Mezenga Vardar S.""]","[""46' Funes Mori R. Lawal R.""]","[""18' Kisa B."", ""35' Vardar S."", ""48' Cebe A."", ""51' Kosnek P.""]",[],[],[],Yildirim B.  (Tur),,,
Turkey,super-lig,Kasimpasa,Fenerbahce,0,3,2014/2015,24.01,19:00,0 - 1,0 - 2,[],"[""15' 0 - 1 Kuyt D. (Diego)"", ""70' 0 - 2 Kuyt D. (Gonul G.)"", ""90+5' 0 - 3 Erkin C. (Diego)""]","[""59' Viudez T. Scarione E. O."", ""67' Kiraz F. Kaplan S."", ""77' Malki S. Castro""]","[""59' Kaldirim H. A. Meireles R."", ""84' Topuz M. Kuyt D."", ""88' Webo P. Emenike E.""]","[""65' Sari V."", ""70' Buyuk A.""]",[],[],[],Kalkavan M.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Gaziantepspor,Balikesirspor,1,0,2014/2015,24.01,16:00,0 - 0,1 - 0,"[""90+6' 1 - 0 Demir M.""]",[],"[""57' Caglayan O. Binya G."", ""70' Ildiz M. Chibuike J."", ""82' Suzen G. Durak M.""]","[""73' Gomes V. Santos A."", ""74' Calik B. Celik M."", ""90+3' Depe I. Vargas R.""]","[""72' Caglayan O.""]",[],[],[],Ozkahya H.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Basaksehir,Mersin,2,2,2014/2015,24.01,13:30,0 - 1,2 - 1,"[""47' 1 - 1 Visca E. (Pekturk T.)"", ""87' 2 - 2 Perbet J. (Epureanu A.)""]","[""5' 0 - 1 Kaloglu S. (Welliton)"", ""75' 1 - 2 Tas M.""]","[""61' Perbet J. Rotman R."", ""71' Ozturk S. Mossoro M."", ""81' Sahin E. C. Sahin R.""]","[""58' Tas M. Ceylan M."", ""58' Pedriel R. Kaloglu S."", ""78' Yanik S. Balci S.""]","[""16' Senturk S."", ""77' Tekdemir M.""]",[],[],[],Palabiyik A.  (Tur),,,
Turkey,super-lig,Trabzonspor,Sivasspor,3,1,2014/2015,23.01,20:00,1 - 1,2 - 0,"[""20' 1 - 0 Cardozo O. (Penalty)"", ""66' 2 - 1 Ekici M. (Zengin E.)"", ""84' 3 - 1 Cardozo O. (Zengin E.)""]","[""45' 1 - 1 Taouil M. (Karadeniz B.)""]","[""64' Zengin E. Nizam M."", ""87' Cam M. Atik F."", ""90+3' Yazgan F. Hurmaci O.""]","[""66' Akin I. Taouil M."", ""77' Eneramo M. Eser B."", ""89' Yilmazer M. Karadeniz B.""]","[""21' Yilmaz S."", ""26' Erdogan Y."", ""80' Dursun S.""]",[],[],[],Cakir C.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
Turkey,super-lig,Konyaspor,Bursaspor,2,3,2014/2015,23.01,19:00,1 - 2,1 - 1,"[""45' 1 - 2 Camdali A. (Sahiner O.)"", ""50' 2 - 2 Torje G. (Djalma)""]","[""14' 0 - 1 Sen V. (Tufan O.)"", ""44' 0 - 2 Civelli R. (Sen V.)"", ""90' 2 - 3 Fernandao (Sen V.)""]","[""55' Aydin R. Camdali A."", ""71' Fuchs B. Djalma"", ""83' Orucu B. Torje G.""]","[""52' Cinaz S. Yilmaz B."", ""78' Holmen S. Bakambu C.""]","[""43' Sahiner O."", ""53' Uslu M."", ""67' Djalma""]",[],[],[],Ilker Coskun M.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Balikesirspor,Trabzonspor,2,2,2014/2015,05.01,20:00,2 - 0,0 - 2,"[""7' 1 - 0 Vargas R. (Penalty)"", ""13' 2 - 0 Vargas R. (Unal G.)""]","[""62' 2 - 1 Ekici M. (Cardozo O.)"", ""90+3' 2 - 2 Cardozo O. (Ekici M.)""]","[""36' Ozturk A. Unal G."", ""61' Depe I. Vargas R."", ""85' Alanzinho Calik B.""]","[""31' Cardozo O. Nizam M."", ""65' Dogan I. Yazgan F.""]","[""90+5' Salk E. (Not on pitch)""]",[],[],[],Ozkalfa T.  (Tur),,,
Turkey,super-lig,Mersin,Genclerbirligi,1,1,2014/2015,05.01,20:00,0 - 0,1 - 1,"[""77' 1 - 1 Welliton (Gokcek Vederson)""]","[""51' 0 - 1 Tosun B. (Aslantas H.)""]","[""55' Kaloglu S. Tita"", ""62' Futacs M. Sadiku L."", ""78' Pedriel R. Nakoulma P.""]","[""69' Celik M. Gosso J."", ""78' Ciftci U. Kocer G."", ""89' Bulbul C. Kahveci I. C.""]","[""14' Khalili A."", ""29' Ceylan M."", ""66' Cetin S."", ""87' Welliton""]",[],[],[],Meral I.  (Tur),,,
Turkey,super-lig,Besiktas,Galatasaray,0,2,2014/2015,04.01,19:00,0 - 0,0 - 2,[],"[""50' 0 - 1 Felipe Melo (Sarioglu S.)"", ""90+5' 0 - 2 Yilmaz B. (Colak E.)""]","[""66' Frei K. Sahan O."", ""75' Tosun C. Ba D."", ""85' Koybasi I. Sosa J.""]","[""60' Altintop H. Bulut U."", ""71' Bruma Felipe Melo"", ""79' Adin O. Sneijder W.""]","[""20' Gulum E.""]",[],"[""62' Kavlak V.""]",[],Cakir C.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Eskisehirspor,Gaziantepspor,1,3,2014/2015,04.01,16:00,0 - 1,1 - 2,"[""77' 1 - 2 Aydin M.""]","[""31' 0 - 1 Sen E. (Yardimci B.)"", ""67' 0 - 2 Durak M. (Nefiz E.)"", ""90+4' 1 - 3 Sen E. (Durak M.)""]","[""39' Ozkan S. Sismanoglu O."", ""65' Aydin M. Causic G."", ""74' Cek O. Guleryuz A.""]","[""71' Arslan K. Yardimci B."", ""77' Kayali A. Nefiz E."", ""88' Arokoyo G. Demir M.""]","[""53' Dabanli B.""]",[],[],[],Simsek B.  (Tur),Eskişehir Atatürk Stadi  (Eskişehir),13 520,
Turkey,super-lig,Kayseri Erciyesspor,Kasimpasa,2,5,2014/2015,04.01,13:30,1 - 2,1 - 3,"[""5' 1 - 0 Ates N."", ""85' 2 - 4 Edinho (Memis B.)""]","[""30' 1 - 1 Scarione E. O. (Penalty)"", ""43' 1 - 2 Eker I. (Ozturk A.)"", ""60' 1 - 3 Scarione E. O."", ""78' 1 - 4 Babel R. (Kartal E.)"", ""90+2' 2 - 5 Ozen M. (Own goal)""]","[""63' Vleminckx B. Ates N."", ""66' Ozen M. Akgun M."", ""78' Avci K. Osmanpasa C.""]","[""79' Malki S. Colak I. H."", ""82' Seras K. Ozturk A."", ""88' Aktas K. Buyuk A.""]","[""6' Memis B."", ""29' Ozturk E."", ""30' Karaer A."", ""41' Osmanpasa C."", ""43' Sylla Y.""]",[],[],[],Palabiyik A.  (Tur),Kadir Has Stadium  (Kayseri),32 864,
Turkey,super-lig,Sivasspor,Kardemir Karabuk,2,0,2014/2015,04.01,13:30,1 - 0,1 - 0,"[""2' 1 - 0 Karadeniz B."", ""87' 2 - 0 Aras A. (Eser B.)""]",[],"[""64' Yilmazer M. Karadeniz B."", ""77' Dereli A. Ciplak F."", ""88' Sahbaz A. Aras A.""]","[""74' Cenik O. Incedemir Y."", ""77' Kas E. Ayik O."", ""85' Bahadir T. Kumbela D.""]","[""19' Taouil M.""]",[],[],[],Kalkavan M.  (Tur),Yeni 4 Eylül Stadyumu  (Sivas),14 998,
Turkey,super-lig,Fenerbahce,Basaksehir,2,0,2014/2015,03.01,19:00,1 - 0,1 - 0,"[""19' 1 - 0 Kuyt D. (Potuk A.)"", ""49' 2 - 0 Potuk A. (Erkin C.)""]",[],"[""46' Sahin S. Meireles R."", ""78' Topuz M. Kuyt D."", ""81' Diego Belozoglu E.""]","[""52' Ozturk S. Rotman R."", ""67' Perbet J. Senturk S."", ""81' Pekturk T. Visca E.""]","[""32' Belozoglu E."", ""45' Topal M."", ""67' Kuyt D.""]",[],[],[],Aydinus F.  (Tur),Ataturk Stadium  (Istanbul),74 753,
Turkey,super-lig,Bursaspor,Akhisarspor,3,1,2014/2015,03.01,16:00,1 - 0,2 - 1,"[""45' 1 - 0 Josue (Ozbayrakli S.)"", ""50' 2 - 0 Civelli R. (Josue)"", ""54' 3 - 0 Fernandao (Ozbayrakli S.)""]","[""64' 3 - 1 Konuk I.""]","[""73' Bakambu C. Josue"", ""80' Traore B. Fernandao"", ""90' Unal E. Sen V.""]","[""68' Zokora D. Ozer K."", ""68' Akyuz M. Ntibazonkiza S.""]","[""43' Josue""]",[],[],[],Abitoglu K.  (Tur),Bursa Atatürk Stadyumu  (Bursa),25 661,
Turkey,super-lig,Rizespor,Konyaspor,1,1,2014/2015,03.01,13:30,1 - 0,0 - 1,"[""9' 1 - 0 Kadah D. (Sylvestre L.)""]","[""76' 1 - 1 Djalma""]","[""36' Korkmaz U. Holosko F."", ""81' LuaLua L. Karakas K."", ""84' Kose T. Abdi L.""]","[""61' Fuchs B. Turan A."", ""61' Torje G. Camdali A."", ""90+2' Findikli V. Sahiner O.""]","[""55' Kweuke L."", ""65' Karakas K.""]",[],[],[],Yildirim B.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,
Turkey,super-lig,Trabzonspor,Eskisehirspor,1,4,2014/2015,29.12,20:00,0 - 1,1 - 3,"[""76' 1 - 2 Hurmaci O. (Aydogdu S.)""]","[""33' 0 - 1 Funes Mori R. (Corekci K.)"", ""73' 0 - 2 Sismanoglu O. (Sissoko I.)"", ""78' 1 - 3 Sismanoglu O. (Guleryuz A.)"", ""90+3' 1 - 4 Guleryuz A. (Sissoko I.)""]","[""26' Waris M. Belkalem E."", ""55' Yatabare M. Waris M."", ""71' Yilmaz S. Dogan I.""]","[""74' Guleryuz A. Kara A."", ""75' Lawal R. Funes Mori R."", ""80' Cek O. Zengin E.""]","[""35' Constant K."", ""80' Aydogdu S."", ""81' Cardozo O.""]",[],[],[],Yankaya O.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
Turkey,super-lig,Konyaspor,Besiktas,1,2,2014/2015,28.12,19:00,0 - 1,1 - 1,"[""85' 1 - 2 Kabze H. (Penalty)""]","[""20' 0 - 1 Tore G. (Zengin T.)"", ""58' 0 - 2 Sosa J. (Sahan O.)""]","[""68' Fuchs B. Turan A."", ""68' Torje G. Sahiner O."", ""71' Aydin R. Guven M.""]","[""61' Ramon Koybasi I."", ""71' Tosun C. Ba D."", ""75' Frei K. Sosa J.""]",[],"[""83' Hutchinson A.""]",[],"[""83' Hutchinson A.""]",Ozkahya H.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Akhisarspor,Rizespor,0,4,2014/2015,28.12,16:00,0 - 3,0 - 1,[],"[""24' 0 - 1 Kadah D."", ""33' 0 - 2 Viera O. (Albayrak E.)"", ""45' 0 - 3 Kadah D."", ""75' 0 - 4 Holosko F. (Albayrak E.)""]","[""40' Zengin K. Cebe A."", ""46' Keles K. Ozer K."", ""54' Kose B. Zokora D.""]","[""79' LuaLua L. Kweuke L."", ""83' Soylemezgiller K. Karakas K."", ""88' Kose T. Holosko F.""]","[""25' Gekas T."", ""31' Bruno Mezenga"", ""32' Konuk I."", ""73' Douglao""]",[],[],[],Aydinus F.  (Tur),,,
Turkey,super-lig,Gaziantepspor,Bursaspor,1,2,2014/2015,28.12,13:30,1 - 0,0 - 2,"[""41' 1 - 0 Demir M.""]","[""78' 1 - 1 Fernandao (Sen V.)"", ""81' 1 - 2 Belluschi F.""]","[""75' Arslan K. Nefiz E."", ""78' Suzen G. Turk O."", ""82' Akin I. Yardimci B.""]","[""60' Unal E. Tufan O."", ""69' Holmen S. Yilmaz B."", ""75' Ersoy E. Cinaz S.""]","[""6' Can S."", ""31' Demir M."", ""38' Sume E."", ""51' Durak M.""]",[],[],[],Gocek H.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Kasimpasa,Sivasspor,0,0,2014/2015,28.12,13:30,0 - 0,0 - 0,[],[],"[""29' Eker I. Basdas B."", ""56' Buyuk A. Colak I. H."", ""75' Viudez T. Babel R.""]","[""58' Arslan H. Yilmazer M."", ""77' Aras A. Karadeniz B.""]","[""36' Torun T."", ""61' Sam O."", ""73' Buyuk A."", ""86' Castro""]",[],[],[],Abitoglu K.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Fenerbahce,Mersin,1,0,2014/2015,27.12,19:00,1 - 0,0 - 0,"[""31' 1 - 0 Topal M. (Sow M.)""]",[],"[""59' Diego Meireles R."", ""76' Irtegun B. Alves B."", ""85' Sahin S. Belozoglu E.""]","[""46' Welliton Futacs M."", ""59' Kaloglu S. Tita"", ""80' Pedriel R. Khalili A.""]","[""18' Topal M."", ""36' Erkin C."", ""62' Alves B.""]",[],[],[],Yildirim B.  (Tur),Ataturk Stadium  (Istanbul),74 753,
Turkey,super-lig,Basaksehir,Kayseri Erciyesspor,3,1,2014/2015,27.12,16:00,1 - 0,2 - 1,"[""17' 1 - 0 Epureanu A. (Ozturk S.)"", ""73' 2 - 1 Madureira D. (Tekdemir M.)"", ""82' 3 - 1 Perbet J. (Madureira D.)""]","[""46' 1 - 1 Edinho""]","[""70' Pekturk T. Ozturk S."", ""70' Perbet J. Senturk S."", ""85' Agcay S. Madureira D.""]","[""40' Edinho Can C."", ""78' Boye J. Ozturk E."", ""82' Memis B. Ates N.""]","[""76' Perbet J."", ""90' Epureanu A.""]",[],[],[],Cakir C.  (Tur),,,
Turkey,super-lig,Kardemir Karabuk,Balikesirspor,0,1,2014/2015,27.12,13:30,0 - 0,0 - 1,[],"[""90+2' 0 - 1 Unal G. (Yildirim S.)""]","[""62' Traore A. Kumbela D."", ""76' Kas E. Ayik O."", ""83' Akgun A. Cagiran M.""]","[""36' Alkan O. Akdemir U."", ""49' Yildiz A. Hatipoglu H."", ""76' Depe I. Vargas R.""]","[""52' Cagiran M."", ""72' Gungor E.""]",[],[],[],Abay S.  (Tur),,,
Turkey,super-lig,Genclerbirligi,Galatasaray,1,1,2014/2015,26.12,20:00,0 - 1,1 - 0,"[""71' 1 - 1 Stancu B. (Tosun B.)""]","[""19' 0 - 1 Colak E. (Yilmaz B.)""]","[""46' Kocer G. Kaya D."", ""67' Tosun B. Tomic N."", ""80' Celik M. Kahveci I. C.""]","[""62' Oztekin Y. Adin O."", ""77' Bruma Bulut U."", ""88' Gumus S. Altintop H.""]","[""7' Kaya D."", ""69' Stancu B."", ""73' Gosso J."", ""90+1' Petrovic R.""]",[],[],[],Kalkavan M.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,
Turkey,super-lig,Rizespor,Gaziantepspor,0,1,2014/2015,22.12,19:00,0 - 1,0 - 0,[],"[""30' 0 - 1 Durak M. (Demir M.)""]","[""46' Abdi L. Holosko F."", ""46' Korkmaz U. Kadah D."", ""69' Kose T. Ozmen S.""]","[""76' Kayali A. Nefiz E."", ""81' Costly C. Demir M."", ""89' Arslan K. Durak M.""]","[""74' Altinay K."", ""85' Karakas K.""]","[""90+2' Costly C.""]","[""88' Altinay K.""]","[""90+2' Costly C.""]",Ozkahya H.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,
Turkey,super-lig,Besiktas,Akhisarspor,3,1,2014/2015,21.12,19:00,1 - 0,2 - 1,"[""24' 1 - 0 Tosun C. (Sahan O.)"", ""68' 2 - 0 Sosa J."", ""90+3' 3 - 1 Tore G. (Ozyakup O.)""]","[""75' 2 - 1 Kisa B.""]","[""61' Tore G. Frei K."", ""64' Ozyakup O. Kavlak V."", ""81' Ba D. Tosun C.""]","[""68' Bruno Mezenga Djoum A."", ""81' Ozer K. Ntibazonkiza S."", ""85' Keles K. Yuce M.""]",[],[],[],[],Abay S.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Bursaspor,Trabzonspor,3,3,2014/2015,21.12,16:00,2 - 2,1 - 1,"[""24' 1 - 1 Fernandao (Penalty)"", ""29' 2 - 1 Tufan O. (Bakambu C.)"", ""53' 3 - 2 Sen V. (Tufan O.)""]","[""16' 0 - 1 Hurmaci O."", ""45' 2 - 2 Erdogan Y."", ""80' 3 - 3 Akbas M. (Ekici M.)""]","[""71' Ipek O. Bakambu C."", ""85' Holmen S. Yilmaz B."", ""88' Unal E. Fernandao""]","[""59' Waris M. Hurmaci O."", ""59' Dogan I. Yilmaz S."", ""74' Cardozo O. Yatabare M.""]","[""44' Civelli R."", ""82' Belluschi F.""]",[],[],[],Yildirim B.  (Tur),Bursa Atatürk Stadyumu  (Bursa),25 661,
Turkey,super-lig,Balikesirspor,Kasimpasa,5,3,2014/2015,21.12,13:30,0 - 1,5 - 2,"[""49' 1 - 1 Unal G."", ""53' 2 - 1 Calik B. (Yildirim S.)"", ""63' 3 - 2 Yildirim S."", ""78' 4 - 2 Ozturk A. (Yildirim S.)"", ""90+4' 5 - 3 Celik M. (Calik B.)""]","[""8' 0 - 1 Scarione E. O. (Torun T.)"", ""54' 2 - 2 Torun T. (Turan A.)"", ""80' 4 - 3 Donk R. (Basdas B.)""]","[""68' Depe I. Vargas R."", ""71' Ozturk A. Unal G."", ""90' Celik M. Yildirim S.""]","[""60' Sam O. Turan A."", ""74' Ayaz I. Seras K."", ""86' Kula M. Kaplan S.""]",[],[],[],[],Kalkavan M.  (Tur),,,
Turkey,super-lig,Galatasaray,Mersin,3,2,2014/2015,20.12,19:00,1 - 2,2 - 0,"[""18' 1 - 1 Varol G. (Own goal)"", ""55' 2 - 2 Yilmaz B. (Penalty)"", ""79' 3 - 2 Bulut U. (Sarioglu S.)""]","[""8' 0 - 1 Varol G."", ""27' 1 - 2 Mitrovic M. (Penalty)""]","[""34' Balta H. Kaya S."", ""46' Altintop H. Colak E."", ""83' Adin O. Sneijder W.""]","[""66' Pedriel R. Futacs M."", ""79' Kaloglu S. Varol G."", ""81' Welliton Khalili A.""]","[""14' Telles A."", ""25' Sneijder W."", ""44' Felipe Melo"", ""45' Sarioglu S.""]","[""90+2' Gokcek Vederson""]",[],"[""90+2' Gokcek Vederson""]",Aydinus F.  (Tur),Rams Park  (Istanbul),53 798,
Turkey,super-lig,Eskisehirspor,Kardemir Karabuk,1,1,2014/2015,20.12,16:00,0 - 0,1 - 1,"[""63' 1 - 0 Causic G. (Funes Mori R.)""]","[""68' 1 - 1 Kumbela D. (Viola V.)""]","[""65' Guleryuz A. Sismanoglu O."", ""76' Bayramoglu O. Lawal R."", ""80' Senturk E. Sissoko I.""]","[""65' Traore A. Ayik O."", ""79' Incedemir Y. Akpala J."", ""89' Akgun A. Ozmert H.""]","[""41' Teber E."", ""54' Zengin E.""]",[],[],[],Meral I.  (Tur),Eskişehir Atatürk Stadi  (Eskişehir),13 520,
Turkey,super-lig,Genclerbirligi,Konyaspor,5,0,2014/2015,20.12,13:30,1 - 0,4 - 0,"[""44' 1 - 0 Stancu B. (Tomic N.)"", ""63' 2 - 0 Kocer G."", ""67' 3 - 0 Petrovic R. (Tomic N.)"", ""75' 4 - 0 Kahveci I. C. (Calik A.)"", ""89' 5 - 0 Akcakin A. (Kahveci I. C.)""]",[],"[""58' Kocer G. Kaya D."", ""71' Tosun B. Tomic N."", ""79' Akcakin A. Stancu B.""]","[""71' Orucu B. Camdali A."", ""71' Guven M. Djalma"", ""71' Rangelov D. Hleb A.""]","[""7' Kaya D."", ""64' Stancu B.""]",[],[],[],Simsek B.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,
Turkey,super-lig,Sivasspor,Basaksehir,0,2,2014/2015,20.12,13:30,0 - 1,0 - 1,[],"[""35' 0 - 1 Epureanu A."", ""85' 0 - 2 Perbet J. (Rotman R.)""]","[""65' Karadeniz B. Bekmezci K."", ""83' Yilmazer M. Utaka J. C.""]","[""59' Pekturk T. Madureira D."", ""76' Ozturk S. Mossoro M."", ""82' Perbet J. Senturk S.""]","[""33' Kocak A."", ""45' Utaka J. C."", ""70' Taouil M."", ""75' Kurt U.""]",[],[],[],Palabiyik A.  (Tur),Yeni 4 Eylül Stadyumu  (Sivas),14 998,
Turkey,super-lig,Kayseri Erciyesspor,Fenerbahce,0,1,2014/2015,19.12,20:00,0 - 0,0 - 1,[],"[""86' 0 - 1 Belozoglu E. (Penalty)""]","[""68' Mandjeck G. Ates N."", ""79' Vleminckx B. Edinho"", ""86' Memis B. Akgun M.""]","[""67' Potuk A. Emenike E."", ""86' Topuz M. Sow M."", ""90+3' Sahin S. Meireles R.""]","[""28' Osmanpasa C."", ""68' Yildirim M."", ""85' Ozer Z. (Not on pitch)"", ""85' Ibricic S. (Not on pitch)"", ""90+5' Karaer A.""]",[],[],[],Gocek H.  (Tur),Kadir Has Stadium  (Kayseri),32 864,
Turkey,super-lig,Trabzonspor,Rizespor,3,2,2014/2015,15.12,20:00,1 - 1,2 - 1,"[""11' 1 - 0 Medjani C. (Belkalem E.)"", ""57' 2 - 1 Yilmaz S. (Erdogan Y.)"", ""75' 3 - 2 Yilmaz S. (Erdogan Y.)""]","[""28' 1 - 1 Kadah D."", ""65' 2 - 2 Kweuke L. (Kadah D.)""]","[""46' Yatabare M. Constant K."", ""80' Akbas M. Cardozo O."", ""86' Dursun S. Yilmaz S.""]","[""58' Bekdemir E. Korkmaz U."", ""79' LuaLua L. Holosko F.""]","[""34' Belkalem E."", ""81' Atik F.""]",[],[],[],Abitoglu K.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
